codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
353099000,Suministro de vapor y aire acondicionado,2
360000001,"Captación de agua de ríos, lagos, pozos, etcétera",2
360000002,Captación de agua de lluvia,2
360000003,Depuración de agua para el suministro,2
360000004,Tratamiento de agua para usos industriales y otros usos,2
360000005,Desalación de agua de mar o agua subterránea para producir agua como principal producto de interés,2
360000006,"Distribución de agua mediante redes de distribución, con camiones o por otros medios",2
360000007,"Explotación de canales de riego, excluye los servicios de riego similares a apoyo a la agricultura",2
360099000,"Captación, tratamiento y distribución de agua",2
370000001,Gestión de sistemas de alcantarillado y de instalaciones de tratamiento de aguas residuales,2
370000002,"Recolección y transporte de aguas residuales humanas, industriales y agua de lluvia por medio de red de alcantarillado, colectores, tanques y otros medios de transporte",2
370000003,"Vaciado y limpieza de tanque séptico, pozo y fosa de agua residual.",2
370000004,"Tratamiento de aguas residuales (humanas, industriales, de piscina etc.)",2
370000005,"Mantenimiento y limpieza de cloacas y alcantarillas, incluido el desatasco de cloacas",2
370099000,Evacuación de aguas residuales,2
381100001,Recolección de basura (desechos sólidos),2
381100002,Recolección de material reciclable,2
381100003,Recogida de aceites y grasas de cocina usados,2
381100004,Recogida de desechos de actividades de construcción y de demolición,2
381100005,"Recogida y remoción de rastrojos (malezas), escombros, etc.",2
381100006,Recogida de desechos producidos por fábricas textiles,2
381100007,"Operación de estación para trasladar desecho no peligroso (no vertedero, ni recicladoras)",2
381199000,Recolección de desechos no peligrosos,2
381200001,Recolección de aceites usado de buques o garajes,2
381200002,Recolección baterías usadas,2
381200003,"Recolección de desechos explosivos, oxidantes, inflamables, tóxicos, irritantes, cancerígenos, corrosivos o infecciosos",2
381200004,Estación de traslado de desperdicio para desecho peligroso,2
381200005,Recolección de residuos biológicos peligrosos,2
381299000,Recolección de desechos peligrosos,2
382100001,Explotación de vertederos de basura,2
382100002,"Tratamiento y eliminación de desechos no peligrosos, con o sin el resultado de producción de electricidad o vapor u otros subproductos para su utilización ulterior",2
382100003,Tratamiento de desechos orgánicos para su eliminación,2
382100004,Producción de composte con desechos orgánicos,2
382199000,Tratamiento y eliminación de desechos no peligrosos,2
382200001,Explotación de instalaciones para el tratamiento de desechos peligrosos,2
382200002,"Tratamiento y eliminación de animales contaminados, sus cadáveres y otros desechos contaminados",2
382200003,Incineración de desechos peligrosos,2
382200004,Remoción de artículos usados tales como refrigeradores para eliminar desechos perjudiciales,2
382200005,"Tratamiento, remoción y almacenamiento de desechos nucleares radiactivos",2
382299000,Tratamiento y eliminación de desechos peligrosos,2
383000001,Procesamiento de desechos metálicos y no metálicos para convertirlos en materia prima secundaria,2
383000002,Separación y clasificación de materiales recuperables de corrientes de desechos no peligrosos (basura),2
383000003,"Separación y clasificación en categorías distintas de papel plástico, latas de bebida usadas y metales",2
383000004,"Aplastado mecánico de desperdicios metálicos, como automóviles usados, lavadoras usadas, bicicletas usadas, etcétera, para su posterior clasificación y separación.",2
383000005,"Desguace de automóviles, buques, ordenadores, aparatos de televisión y otros tipos de equipo para la recuperación de materiales.",2
383000006,Reciclajes de caucho para producir materias primas secundarias,2
383000007,Reciclajes de los metales que contienen los desechos de material fotográfico,2
383000008,Clasificación y nodulización de plásticos para producir materias primas secundarias,2
383000009,"Trituración, limpieza y clasificación de desechos de vidrio",2
383000010,Procesamiento de aceites y grasas de cocina para obtener materias primas secundarias,2
383000011,"Procesamiento (limpieza, fusión, trituración) de desechos de plástico o caucho para convertirlos en gránulos",2
383000012,"Trituración, limpieza y clasificación de desechos de demoliciones, para obtener materias primas secundarias",2
383000013,"Procesamiento de desperdicios de alimento, bebida y tabaco para obtener materia prima secundaria",2
383099000,Recuperación de materiales,2
390000001,"Descontaminación de suelo, y agua subterránea, en el lugar o fuera del lugar",2
390000002,"Descontaminación de instalaciones o terrenos industriales, incluidos los nucleares",2
390000003,Descontaminación y limpieza de aguas superficiales tras su contaminación accidental,2
390000004,"Limpieza de vertidos de petróleo y otras formas de contaminación en tierra, en aguas superficiales y en mares y océanos, incluidas zonas costeras",2
390000005,"Eliminación de asbesto, pintura de plomo y otros materiales tóxicos",2
390000006,Remoción de minas terrestres y artefactos similares (incluida su detonación),2
390000007,Otras actividades especializadas de control de la contaminación,2
390099000,Actividades de descontaminación y otros servicios de gestión de desechos,2
410000001,"Construcción de edificios residenciales, unifamiliares y multifamiliares (incluidos los edificios de muchos pisos)",2
410000002,Remodelación o renovación de estructuras residenciales y/o de edificios existentes,2
410000003,Construcción de edificios industriales,2
410000004,"Construcción de edificios comerciales (tiendas, centros comerciales etc.)",2
410000005,Construcción de hospitales,2
410000006,Construcción de escuelas,2
410000007,Construcción de edificios de oficinas,2
410000008,Construcción de edificios de aeropuertos,2
410000009,Construcción de hoteles y restaurantes,2
410000010,Construcción de edificios de instalaciones deportivas cubiertas (bajo techo),2
410000011,"Construcción de parqueos, incluidos los subterráneos",2
410000012,Construcción de edificios religiosos,2
410000013,Montajes y levantamiento en el lugar de construcciones prefabricadas,2
410000014,"Alquiler de equipos para construcción con operador, usado en edificios residenciales y no residenciales",2
410000015,Desarrollo de proyectos de construcción para su venta,2
410000090,"Construcción de otro tipo de edificios no residenciales, no contemplado en otra actividad asociada",2
421000001,"Construcción de carreteras, calles y otras vías para vehículos o peatones",2
421000002,"Asfaltado de carreteras, obras de superficie en carreteras",2
421000003,Pintura y otros tipos de marcados de carreteras,2
421000004,"Instalación de barreras contra impacto, señales de tránsito y elementos similares en calles, carreteras, autopistas, puentes o túneles",2
421000005,Construcción de puentes y viaductos,2
421000006,Construcción de túneles,2
421000007,Construcción de líneas de ferrocarril y de metro,2
421000008,Construcción de pistas de aeropuertos,2
421000009,"Alquiler de equipos con operador para construcción de puentes, caminos, túneles",2
421099000,Construcción de carreteras y vías férreas,2
422001001,Construcción de tuberías locales,2
422001002,Construcción de tuberías de larga distancia,2
422001003,"Construcción de acueductos y otros conductos para el suministro de agua, excepto tuberías",2
422001004,Construcción de sistemas de riego y obras hidráulicas de control de inundaciones,2
422001005,Construcción de reservorio o depósitos de agua,2
422001006,Construcción y reparación de sistemas de alcantarillado,2
422001007,Construcción de plantas de tratamiento de aguas residuales,2
422001008,Construcción de plantas de tratamiento y depuración de aguas,2
422001009,Construcción de estaciones de bombeo de agua,2
422001010,Perforación de pozos de agua,2
422001011,"Alquiler de equipos con operador para construcción de obras para el tratamiento, distribución y suministro de agua y drenaje y construcción de sistemas de riego agrícola.",2
422002001,Construcción de plantas energéticas,2
422002002,"Construcción de líneas de comunicación y energía eléctrica (cables de poder), de larga distancia",2
422002003,"Construcción de cables de transmisión y obras conexas, locales",2
422099000,Construcción de proyectos de servicios públicos,2
429000001,"Construcción de puertos, marinas, esclusas, vías de navegación e instalaciones relacionadas",2
429000002,Construcción de refinerías,2
429000003,Construcción de fábricas de productos químicos,2
429000004,Construcción de diques y presas,2
429000005,Dragado de canales y vías de navegación,2
429000006,"Construcción de instalaciones deportivas al aire libre (canchas de tenis, campos de golf etc.)",2
429000007,Alquiler de equipos con operador para construcción de otros proyectos de ingeniería civil diferente de proyectos de servicios públicos,2
429000090,Construcción de otros proyectos de ingeniería civil no contemplado en otra actividad asociada,2
429099000,"Construcción de otros proyectos de ingeniería civil excluido las carreteras, vías férreas y servicios públicos.",2
431100001,Demolición o derribo de edificios y otras estructuras,2
431100002,Alquiler de equipo de demolición de edificios y otras estructuras dotado de operarios.,2
431199000,Demolición,2
431200001,Servicio de limpieza de terrenos de construcción,2
431200002,"Servicios de movimiento de tierra, excavación, relleno, nivelación y gradación",2
431200003,"Servicio de pruebas de perforación, taladrado y extracción para actividades de construcción y para fines geofísicos, geológicos o similares",2
431200004,Servicio de preparación de terrenos para actividades de explotación de minas y canteras,2
431200005,Servicio de drenaje de terrenos de construcción,2
431200006,Servicio de drenaje de tierras agrícolas o forestales,2
431299000,Servicio de preparación del terreno para posteriores actividades de construcción,2
432100001,Servicio de Instalación de sistemas eléctricos en todo tipo de construcciones y estructuras (dispositivos y cableados eléctricos),2
432100002,Servicio de instalación de líneas de telecomunicaciones,2
432100003,"Servicio de instalación de redes informáticas y líneas de televisión por cable, incluidas líneas de fibra óptica",2
432100004,Servicio de instalación de antenas parabólicas para satélite,2
432100005,Servicio de instalación de sistemas de iluminación,2
432100006,Servicio de instalación de sistemas de alarma contra incendios,2
432100007,Servicio de instalación de sistemas de alarma contra robos,2
432100008,Servicio de instalación de sistemas de alumbrado y señales eléctricas de calles,2
432100009,Servicio de instalación de sistemas de alumbrado de pistas de aeropuertos,2
432100010,Servicio de conexión de aparatos eléctricos y equipo doméstico,2
432199000,Instalación eléctrica,2
432200001,"Servicio de instalación, mantenimiento y reparación de equipo de fontanería y sanitario en edificios y demás construcciones",2
432200002,"Servicio de instalación, mantenimiento y reparación de sistemas de calefacción (eléctricos, de gas y de gasóleo) en edificios y demás construcciones",2
432200003,"Servicio de instalación, mantenimiento y reparación de calderas en edificios y demás construcciones",2
432200004,"Servicio de instalación, mantenimiento y reparación de equipos y tubería de aire acondicionado en edificios y demás construcciones",2
432200005,"Servicios de instalación, mantenimiento y reparación de recolectores de energía solar, no eléctrico en edificios y demás construcciones",2
432200006,"Servicios de instalación, mantenimiento y reparación de equipos y tubería de ventilación en edificios y demás construcciones",2
432200007,"Servicio de instalación, mantenimiento y reparación de tuberías de gas en edificios y demás construcciones",2
432200008,"Servicio de instalación, mantenimiento y reparación de tuberías de vapor en edificios y demás construcciones",2
432200009,"Servicio de instalación, mantenimiento y reparación de sistemas de aspersores contra incendios en edificios y demás construcciones",2
432200010,"Servicio de instalación, mantenimiento y reparación de sistemas de riego por aspersión para el césped",2
432299000,Servicio de instalación de fontanería e instalación de calefacción y aire acondicionado,2
432900001,Servicio de instalación de ascensores en edificios u otros proyectos de construcción,2
432900002,Servicio de instalación de escaleras mecánicas en edificios u otros proyectos de construcción,2
432900003,Servicio de instalación de puertas automáticas y giratorias en edificios u otros proyectos de construcción,2
432900004,Servicio de instalación de pararrayos en edificios u otros proyectos de construcción,2
432900005,Servicio de instalación de sistemas de limpieza por aspiración,2
432900006,"Servicio de instalación de aislamiento térmico, acústico o contra vibraciones en edificio u otro proyecto de construcción",2
432999000,Otro tipo de instalaciones de construcción,2
433000001,Servicio de instalación de acabados y decoración en edificios,2
433000002,Servicio de instalación de acabados en pisos de madera,2
433000003,Servicio de instalación de muebles de cocina a medida,2
433000004,Servicio de instalación de cerámica para estufa o cocina,2
433000005,Servicio de colocación de alfombras,2
433000006,Servicio de colocación de papel tapiz,2
433000007,Servicio de construcción y reparación de muros y tapias,2
433000008,Servicio de limpieza después de la construcción en edificios nuevos,2
433000009,Servicio de Instalación de cielo raso en construcciones,2
433000010,Servicio de instalación de escaleras de madera,2
433000011,Servicio de instalación de escaleras metálicas prefabricadas,2
433000012,Servicio de instalación de espejos,2
433000013,"Servicio de colocación de revestimiento para pisos o pared, en mármol, terrazo, granito o pizarra",2
433000014,"Servicio de pegado de baldosas, losas y losetas de cerámica en piso y paredes",2
433000015,Servicio de instalación de trabajos en piedra tallada en pisos y paredes,2
433000016,Servicio de instalación de mosaico en paredes y piso,2
433000017,Servicio de colocación de parqué para pisos de madera,2
433000018,Servicio de instalación de pisos de madera noble,2
433000019,"Servicio de instalación de cobertores para piso, de linóleum o de caucho o plástico",2
433000020,Servicio de instalación de mobiliario en almacenes,2
433000021,Servicio de instalación de mobiliario en edificios,2
433000022,Servicio de instalación de puertas plegables,2
433000023,Servicio de instalación de puertas prefabricadas,2
433000024,Servicio de instalación de puertas en garajes,2
433000025,Servicio de instalación de puertas (excepto puertas automáticas y giratorias) en edificio,2
433000026,Servicio de instalación de ventanas y marco de puertas de madera y otros materiales,2
433000027,Servicio de instalación de ventanas prefabricadas,2
433000028,Servicio de instalación de ventanas y puertas (prefabricada de metal),2
433000029,Servicio de instalación de vidrios en edificios y otros proyectos de construcción,2
433000030,"Servicio de instalación de interiores en tiendas, casas rodantes y embarcaciones",2
433000031,Servicio de pintado de edificios en interior o exterior,2
433000032,Servicio de pintura de obras de ingeniería civil,2
433000033,Servicios de carpintería,2
433000034,Servicios de pintado de casas,2
433000035,Servicio de aplicación de yeso y estuco en interiores o exteriores de edificios y otros proyectos de construcción,2
433000036,Servicio de acabado de techos en edificios y otros proyectos de construcción,2
433099000,Terminación y acabados de edificios,2
439000001,"Construcción de cimientos, incluida la hincadura de pilotes",2
439000002,Construcción de obras contra el agua y la humedad (impermeabilización) de edificios o otra construcción,2
439000003,Profundización de pozos,2
439000004,"Levantamiento de elementos de aceros, no fabricados por la unidad constructora",2
439000005,Doblado de aceros en construcción,2
439000006,Colocación de mampuestos de ladrillo y de piedra,2
439000007,Construcción de techos para edificios residenciales,2
439000008,"Instalación y desmontaje de andamios y plataformas de trabajo, excluido el alquiler",2
439000009,Construcción de chimeneas y hornos industriales,2
439000010,Trabajos a gran altura en estructuras elevadas,2
439000011,Construcción de piscinas al aire libre,2
439000012,"Limpieza de edificios con vapor, chorro de arena y otros medios",2
439000013,Alquiler de grúas para construcción con operario,2
439000014,"Trabajos de profundidad, obras subterráneas como en diques y agua",2
439099000,Otras actividades especializadas de la construcción,2
451000001,"Venta al por mayor y al por menor de vehículos de pasajeros, nuevos y usados",2
451000002,"Venta al por mayor y al por menor de ambulancias y minibuses, etc., nuevos y usados",2
451000003,"Venta al por mayor y al por menor de camiones, remolques y semirremolques",2
451000004,"Venta al por mayor y al por menor de vehículos tipo casa móvil, de acampar, caravanas y autocaravanas",2
451000005,"Venta al por mayor y al por menor de vehículos para todo terreno (jeeps, etc.)",2
451000006,Venta al por mayor y al por menor de vehículos automotores por comisionistas,2
451000007,Subastas de automóviles,2
451000090,"Venta al por mayor y al por menor de otro tipo de vehículos automotores nuevos y usados, no contemplado en otra actividad asociada",2
451099000,Venta de vehículos automotores,2
452000001,Reparaciones mecánicas de vehículos automotores,2
452000002,Reparaciones eléctricas de vehículos automotores,2
452000003,Reparación de sistemas de inyección eléctricos de vehículos automotores,2
452000004,Servicio ordinario de revisión de vehículos automotores,2
452000005,Reparación de carrocerías,2
452000006,Reparación de partes de vehículos automotores,2
452000007,"Lavado, pulido, etc. de vehículos automotores",2
452000008,Aplicación de pintura con pistola o brocha a vehículos automotores,2
452000009,Reparación de pantallas y ventanas de vehículos automotores,2
452000010,Reparación de asientos de vehículos automotores,2
452000011,"Reparación, colocación o sustitución de cubiertas y cámaras",2
452000012,Tratamiento antióxido de vehículos automotores,2
452000013,"Instalación de partes, piezas y accesorios en vehículos automotores, que no se realiza como parte del proceso de fabricación",2
452000090,"Otro tipo de mantenimiento y reparación de vehículos automotores, no contemplado en otra actividad asociada",2
452099000,Mantenimiento y reparación de vehículos automotores,2
453000001,Venta de cubiertas y cámaras de caucho para vehículos automotores,2
453000002,"Venta de bujías, baterías, equipo de iluminación y piezas eléctricas para vehículos automotores",2
453000003,Venta de lubricantes para vehículos automotores,2
453000004,Venta de pintura automotriz,2
453000005,Venta de llantas para vehículos,2
453099000,"Venta de partes, piezas y accesorios para vehículos automotores",2
454000001,"Venta al por mayor y al por menor de motocicletas, incluidos velomotores",2
454000002,"Venta al por mayor y al por menor de partes, piezas y accesorios para motocicletas (incluso por comisionistas y compañías de venta por correo)",2
454000003,Mantenimiento y reparación de motocicletas,2
454099000,"Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",2
461000001,Actividades de comisionistas y otros mayoristas que comercian en nombre y por cuenta de terceros,2
461000002,"Actividades de las personas que ponen en contacto a vendedores y compradores y realizan transacciones comerciales al por mayor en nombre de un ordenante, incluidas las realizadas por Internet",2
461000003,"Actividades de agentes dedicados a la venta al por mayor de materias primas agropecuarias, animales vivos y materias primas y productos semiacabados textiles",2
461000004,"Actividades de agentes dedicados a la venta al por mayor de combustibles, minerales, metales y productos químicos de uso industrial, incluidos abonos",2
461000005,"Actividades de agentes dedicados a la venta al por mayor de alimentos, bebidas y tabaco",2
461000006,"Actividades de agentes dedicados a la venta al por mayor de productos textiles, prendas de vestir, pieles, calzado y artículos de cuero",2
461000007,Actividades de agentes dedicados a la venta al por mayor de madera y materiales de construcción,2
461000008,"Actividades de agentes dedicados a la venta al por mayor de maquinaria, incluidos equipo de oficina y ordenadores, equipo industrial, buques y aeronaves",2
461000009,"Actividades de agentes dedicados a la venta al por mayor de muebles, enseres domésticos y artículos de ferretería",2
461000010,Actividades de casas de subastas al por mayor,2
461099000,Venta al por mayor a cambio de una retribución o por contrata,2
462000001,Venta al por mayor de granos y semillas,2
462000002,Venta al por mayor de frutos oleaginosos,2
462000003,Venta al por mayor de flores y plantas,2
462000004,Venta al por mayor de tabaco en bruto,2
462000005,Venta al por mayor de animales vivos,2
462000006,Venta al por mayor de pieles en bruto,2
462000007,Venta al por mayor de cueros,2
462000008,"Venta al por mayor de materiales, desperdicios, residuos y subproductos agropecuarios que se utilizan para producir alimentos para animales",2
462000090,"Venta al por mayor de otro tipo de materias primas agropecuarias, no contemplado en otra actividad asociada",2
463001001,Venta al por mayor de carne de aves,2
463001002,Venta al por mayor de carne de res,2
463001003,Venta al por mayor de carne de cerdo,2
463001004,Venta al por mayor de carne de conejo,2
463001005,Venta al por mayor de productos cárnicos como embutidos,2
463001090,Venta al por mayor de otro tipo de carne y productos cárnicos no contemplado en otra actividad asociada,2
463002001,Venta al por mayor de pescado,2
463002002,Venta al por mayor de mariscos,2
463002003,Venta al por mayor de pescados y mariscos,2
463003000,"Venta al por mayor de frutas, legumbres y hortalizas frescas",2
463004001,"Venta al por mayor de bebidas envasadas alcohólicas y no alcohólicas, como licores, vinos, cerveza, refrescos, agua purificada, jugos envasados",2
463004002,"Venta al por mayor de productos de tabaco, como cigarros, puros y tabaco",2
463004003,Compra de vino a granel y embotellado sin transformación para su venta al por mayor,2
463004004,"Venta al por mayor de licores, bebidas y tabaco",2
463009001,Venta al por mayor de forrajes para animales domésticos,2
463009002,Venta al por mayor de productos lácteos,2
463009003,Venta al por mayor de huevos y productos de huevo,2
463009004,Venta al por mayor de aceites y grasas comestibles de origen animal o vegetal,2
463009005,"Venta al por mayor de azúcar, chocolate y productos de confitería",2
463009006,Venta al por mayor de productos de panadería,2
463009007,"Venta al por mayor de bebidas como café, té, cacao y especias",2
463009090,"Venta al por mayor de otros alimentos, no contemplado en otra actividad asociada",2
463099000,"Venta al por mayor de alimentos, bebidas y tabaco",2
464101001,Venta al por mayor de hilados,2
464101002,Venta al por mayor de tejidos,2
464101003,"Venta al por mayor de sábanas, colchas, cobijas, edredones, fundas, almohadas, manteles",2
464101004,Venta al por mayor de paños o toallas,2
464101005,"Venta al por mayor de artículos de pasamanería: agujas, hilo de coser, etc.",2
464101006,Venta al por mayor de prendas de vestir incluidas prendas deportivas,2
464101007,"Venta al por mayor de accesorios de vestir, como guantes, corbatas y tirantes",2
464101008,Venta al por mayor de artículos de piel,2
464101009,Venta al por mayor de paraguas y sombrillas,2
464101090,"Venta al por mayor de otros productos textiles y prendas de vestir, no contemplado en otra actividad asociada",2
464102000,Venta al por mayor de calzado,2
464199000,Venta al por mayor de varios textiles y prendas de vestir,2
464901001,Venta al por mayor de muebles de uso doméstico,2
464901002,Venta al por mayor de aparatos de uso domésticos,2
464901003,Venta al por mayor de equipo de radio y de televisión,2
464901004,Venta al por mayor de reproducción y de grabación de CD y DVD,2
464901005,Venta al por mayor de equipo estereofónico,2
464901006,Venta al por mayor de consolas de videojuegos,2
464901007,Venta al por mayor de equipo de iluminación,2
464901008,Venta al por mayor de artículos de cubertería,2
464901009,Venta al por mayor de artículos de vajilla y de cristalería,2
464901010,"Venta al por mayor de artículos de madera, mimbre, corcho, etc.",2
464901090,"Venta al por mayor de otros aparatos, artículos y equipo de uso doméstico, no contemplado en otra actividad asociada",2
464902001,Venta al por mayor de productos farmacéuticos y medicinales,2
464902002,"Venta al por mayor de artículos de perfumería, cosméticos y jabones",2
464902003,Venta al por mayor de productos de veterinaria,2
464902090,"Venta al por mayor de otros productos farmacéuticos, veterinarios y artículos de tocador, no contemplado en otra actividad asociada",2
464903001,"Venta al por mayor de bicicletas y sus partes, piezas y accesorios",2
464903002,Venta al por mayor de instrumentos musicales,2
464903003,Venta al por mayor de juegos y juguetes,2
464903004,Venta al por mayor de artículos de deporte y esparcimiento,2
464903005,"Venta al por mayor de juegos, juguetes, artículos deportivos y de esparcimiento",2
464909001,"Venta al por mayor de artículos de papelería, libros, revistas y periódicos",2
464909002,"Venta al por mayor de artículos fotográficos y ópticos como: gafas de sol, binoculares y lupas",2
464909003,"Venta al por mayor de cintas, CD y DVD de sonido y de vídeo grabadas",2
464909004,Venta al por mayor de artículos de cuero y accesorios de viaje,2
464909005,Venta al por mayor de relojes y joyas,2
464909090,"Venta al por mayor de otros enseres domésticos, no contemplado en otra actividad asociada",2
465100001,Venta al por mayor de computadoras y equipo periférico,2
465100002,Venta al por mayor de programas informáticos,2
465100003,Venta al por mayor de impresoras,2
465199000,"Venta al por mayor de computadoras, equipo informático periférico y programas informáticos",2
465200001,Venta al por mayor de válvulas y tubos electrónicos,2
465200002,Venta al por mayor de dispositivos de semiconductores,2
465200003,Venta al por mayor de microchips y circuitos integrados,2
465200004,Venta al por mayor de circuitos estampados,2
465200005,"Venta al por mayor de cintas y disquetes y discos magnéticos y ópticos (CD,DVD) de sonido y de vídeo vírgenes",2
465200006,Venta al por mayor de equipo telefónico y de comunicaciones,2
465200090,"Venta al por mayor de otro equipo, partes y piezas electrónicas y de telecomunicaciones, no contemplado en otra actividad asociada",2
465299000,"Venta al por mayor de equipo, partes y piezas electrónicas y de telecomunicaciones",2
465300001,"Venta al por mayor de arados, esparcidoras de estiércol, sembradoras",2
465300002,Venta al por mayor de cosechadoras,2
465300003,Venta al por mayor de trilladoras,2
465300004,Venta al por mayor de máquinas de ordeñar,2
465300005,Venta al por mayor de máquinas utilizadas en la avicultura y la apicultura,2
465300006,Venta al por mayor de tractores utilizados en actividades agropecuarias y silvícolas,2
465300007,Venta al por mayor de segadores de césped de todo tipo,2
465300090,"Venta al por mayor de otro tipo de maquinaria, equipo y materiales agropecuarios, no contemplado en otra actividad asociada",2
465399000,"Venta al por mayor de maquinaria, equipo y materiales agropecuarios",2
465900001,"Venta al por mayor de maquinaria y equipo de oficina, excepto computadoras y equipo periférico",2
465900002,Venta al por mayor de muebles de oficina,2
465900003,"Venta al por mayor de equipo de transporte, excepto vehículos automotores, motocicletas y bicicletas",2
465900004,Venta al por mayor de robots para cadenas de montaje,2
465900005,Venta al por mayor de cables y conmutadores y de otros tipos de equipo de instalación de uso industrial,2
465900006,"Venta al por mayor de otros tipos de equipo eléctrico, como motores y transformadores eléctricos",2
465900007,Venta al por mayor de máquinas herramienta de todo tipo y para cualquier material,2
465900008,"Venta al por mayor de otros tipos de maquinaria no contemplado en otra actividad asociada para uso en la industria, el comercio y la navegación y otros servicios",2
465900009,Venta al por mayor de máquinas herramienta controladas por computadora,2
465900010,Venta al por mayor de maquinaria controlada por computadora para la industria textil y de máquinas de coser y telares para tejidos de punto controlados por computadora,2
465900011,Venta al por mayor de instrumentos y equipo de medición,2
465900090,"Venta al por mayor de otro tipo de maquinaria y equipo, no contemplado en otra actividad asociada",2
466100001,"Venta al por mayor de carbón vegetal, carbón, coque, leña, nafta",2
466100002,"Venta al por mayor de petróleo crudo, diésel, gasolina, fuel, combustible para calefacción, queroseno",2
466100003,"Venta al por mayor de gases licuados de petróleo, butano y propano",2
466100004,"Venta al por mayor de aceites y grasas lubricantes, productos de la refinación del petróleo",2
466199000,"Venta al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos",2
466200001,Venta al por mayor de minerales metalíferos ferrosos y no ferrosos,2
466200002,Venta al por mayor de metales ferrosos y no ferrosos en formas primarias,2
466200003,Venta al por mayor de productos semiacabados de metales ferrosos y no ferrosos no contemplado en otra actividad asociada,2
466200004,Venta al por mayor de oro y otros metales preciosos,2
466200090,"Venta al por mayor de otro tipos de metales y minerales metalíferos, no contemplado en otra actividad asociada",2
466299000,Venta al por mayor de metales y minerales metalíferos,2
466300001,Venta al por mayor de madera no trabajada,2
466300002,Venta al por mayor de productos resultantes de la elaboración primaria de la madera,2
466300003,Venta al por mayor de pinturas y barnices,2
466300004,"Venta al por mayor de materiales de construcción, tales como arena y gravilla",2
466300005,Venta al por mayor de papel de empapelar y revestimientos para suelos,2
466300006,Venta al por mayor de vidrio plano,2
466300007,Venta al por mayor de artículos de ferretería y cerraduras,2
466300008,Venta al por mayor de accesorios y dispositivos,2
466300009,Venta al por mayor de calentadores de agua,2
466300010,"Venta al por mayor de sanitarios (bañeras, lavabos, inodoros y otros sanitarios de porcelana)",2
466300011,"Venta al por mayor de equipo para la instalación de sanitarios (tubos, tuberías, accesorios, grifos, derivaciones, conexiones, tuberías de caucho, etc.)",2
466300012,"Venta al por mayor de martillos, sierras, destornilladores y otras herramientas de mano",2
466399000,"Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción",2
466901001,Venta al por mayor de abonos,2
466901002,Venta al por mayor de productos químicos de uso agrícola,2
466901090,"Venta al por mayor de otros tipos de fertilizantes y productos agroquímicos, no contemplado en otra actividad asociada",2
466909001,"Venta al por mayor de sustancias químicas de uso industrial (tinta de imprenta, aceites esenciales, gases industriales, colas químicas, colorantes, resinas sintéticas, metanol, parafina, aromatizantes, bicarbonato, ácidos y azufres, etc.)",2
466909002,Venta al por mayor de materiales plásticos en formas primarias,2
466909003,Venta al por mayor de caucho,2
466909004,"Venta al por mayor de fibras textiles, etc.",2
466909005,Venta al por mayor de papel a granel,2
466909006,Venta al por mayor de piedras preciosas,2
466909007,"Venta al por mayor de desperdicios y desechos, de chatarra metálica y de materiales para el reciclado",2
466909008,"Desguace de automóviles, computadoras, aparatos de televisión y otros tipos de equipo para recuperar y revender sus partes y piezas utilizables",2
466999000,"Venta al por mayor de basura, desecho, chatarra y otros productos no contemplado en otra actividad asociada",2
469000000,Venta al por mayor de diversos productos sin especialización,2
471101000,"Venta al por menor en supermercados, almacenes y similares, con predominio de la venta de alimento, bebidas y tabaco",2
471102000,"Venta al por menor en mini súper, pulperías y similares, con predominio de la venta de alimento, bebidas y tabaco",2
471901000,"Venta al por menor, en tiendas por departamentos, de gran variedad de productos entre los que no predominan los productos alimenticios, las bebidas o el tabaco",2
471909000,Venta al por menor en bazares y otros establecimientos no especializados no contemplado en otra actividad asociada,2
472101001,Venta al por menor de carne de res y cerdo: carnes rojas y vísceras crudas o semicocidas,2
472101002,Venta al por menor de productos cárnicos como embutidos,2
472101003,"Venta al por menor de carne de bovino, porcino y sus derivados",2
472102001,"Venta al por menor de aves y vísceras de aves como: pollo, pavo, etc.",2
472102002,Venta al por menor de productos cárnicos derivados de aves como embutidos,2
472102003,Venta al por menor de carne y productos cárnicos derivados de aves,2
472103000,"Venta al por menor de pescado y mariscos (frescos, secos, salados y congelados) y otros productos alimenticios de origen marino, como: crustáceos, moluscos, etc.",2
472104000,"Venta al por menor de frutas, legumbres y hortalizas frescas",2
472109001,Venta al por menor de productos de panadería,2
472109002,Venta al por menor de productos de confitería,2
472109003,Venta al por menor de productos lácteos y huevos,2
472109004,Venta al por menor de otros productos alimenticios,2
472109090,"Venta al por menor de otros alimentos, no contemplado en otra actividad asociada",2
472199000,Venta al por menor de alimento en comercios especializados,2
472200001,Venta al por menor de bebidas alcohólicas (no destinadas al consumo en el lugar de venta),2
472200002,Venta al por menor de bebidas no alcohólicas (no destinadas al consumo en el lugar de venta),2
472299000,Venta al por menor de bebidas en comercios especializados,2
472300001,Venta al por menor de tabaco en comercios especializados,2
472300002,Venta al por menor de productos de tabaco en comercios especializados,2
473000001,Venta al por menor de combustibles para vehículos automotores y motocicletas,2
